source_coverage_ratio,coverage_entropy,coverage_hhi,coverage_gini,visit_entropy,visit_hhi,source_normalized_effective_rank,seed,condition,dependency,n_strata,items_per_stratum,hard_fraction,stopped_round,total_items,found_items,recall,false_completion,coverage_risk_lambda,scout_strategy,scout_new_items,scout_cost,scout_novelty_per_cost
1.0,2.7004246581799594,0.06986535678259724,0.2545989698307578,2.6867554158879106,0.07128684807256236,0.5745400680738127,10036,homogeneous,0.25,18,8,0.25,14,144,118,0.8194444444444444,True,0.0,none,0,0,
1.0,2.7309915743573563,0.0686903749606868,0.25616230565036013,2.7055853836516404,0.0714108560090703,0.6083246299101532,10037,homogeneous,0.25,18,8,0.25,14,144,119,0.8263888888888888,True,0.0,none,0,0,
1.0,2.763059930766692,0.06607700312174818,0.2193548387096773,2.748440539325269,0.06767290249433106,0.6061190798671562,10038,homogeneous,0.25,18,8,0.25,14,144,124,0.8611111111111112,True,0.0,none,0,0,
0.9444444444444444,2.697550101496531,0.06941654492330168,0.24587087087087078,2.681608879398328,0.07130456349206349,0.6257098632318926,10039,homogeneous,0.25,18,8,0.25,14,144,118,0.8194444444444444,True,0.013659492826159494,none,0,0,
1.0,2.7155074587688177,0.06950576011368798,0.263367463026166,2.698962322105264,0.07110969387755103,0.6568071516241523,10040,homogeneous,0.25,18,8,0.25,14,144,118,0.8194444444444444,True,0.0,none,0,0,
0.9444444444444444,2.7167133405280848,0.06846190956536995,0.24172185430463577,2.700637312405981,0.07025935374149661,0.6053958321031526,10041,homogeneous,0.25,18,8,0.25,14,144,121,0.8402777777777778,True,0.013428991905813105,none,0,0,
0.9444444444444444,2.715409788134188,0.06865843148520541,0.24877589453860627,2.6967568903584156,0.07075538548752834,0.6429378744356117,10042,homogeneous,0.25,18,8,0.25,14,144,121,0.8402777777777778,True,0.013820883029922577,none,0,0,
0.9444444444444444,2.6867550378016136,0.07039810080350621,0.25975975975975985,2.67502753113536,0.0715702947845805,0.6537544051472912,10043,homogeneous,0.25,18,8,0.25,14,144,117,0.8125,True,0.014431097764431109,none,0,0,
0.9444444444444444,2.7082164269731344,0.06943141302308124,0.25494672754946723,2.682283830585463,0.07252692743764172,0.6182492807550288,10044,homogeneous,0.25,18,8,0.25,14,144,119,0.8263888888888888,True,0.01416370708608152,none,0,0,
1.0,2.747207395684007,0.06780810112036771,0.24952919020715636,2.7221717984890224,0.07043650793650794,0.6534076782759445,10045,homogeneous,0.25,18,8,0.25,14,144,122,0.8472222222222222,True,0.0,none,0,0,
0.9444444444444444,2.67274211999239,0.07112817252677393,0.2661227661227661,2.6613335341983477,0.07231434240362812,0.6667896663105691,10046,homogeneous,0.25,18,8,0.25,14,144,115,0.7986111111111112,True,0.014784598117931456,none,0,0,
0.9444444444444444,2.7159366772930933,0.06891587026267161,0.2485970819304153,2.701355644959064,0.07050736961451247,0.605829400241307,10047,homogeneous,0.25,18,8,0.25,14,144,119,0.8263888888888888,True,0.013810948996134189,none,0,0,
